MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Lot_Shape,Land_Contour,Lot_Config,Neighborhood,Condition_1,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Area,Garage_Qual,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Fence,Misc_Val,Year_Sold,Sale_Type,Sale_Condition
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Medium_Density',56.0,10134.0,b'Regular',b'Lvl',b'Inside',b'Old_Town',b'Norm',b'OneFam',b'One_and_Half_Fin',4,4,1910.0,1950.0,b'Gable',b'MetalSd',b'MetalSd',b'None',0.0,1,2,b'BrkTil',2,3,1,b'Unf',7.0,b'Unf',0.0,801.0,801.0,3,801.0,646.0,0.0,1447.0,0.0,0.0,1.0,0.0,3.0,1.0,2,0.0,0,b'No_Garage',b'No_Garage',0.0,0,80.0,0.0,244.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Medium_Density',60.0,6000.0,b'Regular',b'Bnk',b'Inside',b'Old_Town',b'Norm',b'TwoFmCon',b'One_Story',3,3,1953.0,1953.0,b'Gable',b'MetalSd',b'MetalSd',b'None',0.0,0,2,b'CBlock',2,3,1,b'Unf',7.0,b'Unf',0.0,936.0,936.0,2,936.0,0.0,0.0,936.0,0.0,0.0,1.0,0.0,2.0,1.0,2,0.0,0,b'Detchd',b'Unf',576.0,3,0.0,32.0,112.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Medium_Density',50.0,6000.0,b'Regular',b'Lvl',b'Inside',b'Old_Town',b'Norm',b'OneFam',b'One_and_Half_Fin',4,6,1950.0,1970.0,b'Gable',b'Wd Sdng',b'Wd Sdng',b'None',0.0,1,4,b'CBlock',3,3,1,b'BLQ',2.0,b'Unf',0.0,384.0,768.0,2,768.0,560.0,0.0,1328.0,0.0,0.0,1.0,1.0,3.0,1.0,2,0.0,0,b'Detchd',b'Unf',308.0,3,0.0,12.0,0.0,0.0,0.0,0.0,b'Minimum_Privacy',0.0,2009.0,b'WD ',b'Normal'
b'Two_Family_conversion_All_Styles_and_Ages',b'Residential_Medium_Density',50.0,6000.0,b'Regular',b'Lvl',b'Inside',b'Old_Town',b'Norm',b'TwoFmCon',b'One_and_Half_Fin',4,3,1954.0,1954.0,b'Gable',b'Wd Sdng',b'Wd Sdng',b'None',0.0,1,2,b'CBlock',3,3,1,b'Unf',7.0,b'Unf',0.0,811.0,811.0,2,811.0,576.0,0.0,1387.0,0.0,0.0,2.0,0.0,3.0,2.0,3,0.0,0,b'BuiltIn',b'Unf',256.0,3,0.0,0.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_Story_1945_and_Older',b'Residential_Medium_Density',62.0,7404.0,b'Regular',b'Lvl',b'Corner',b'Old_Town',b'Norm',b'OneFam',b'One_Story',3,5,1920.0,1950.0,b'Gable',b'MetalSd',b'MetalSd',b'None',0.0,1,2,b'BrkTil',2,3,1,b'Unf',7.0,b'Unf',0.0,861.0,861.0,2,861.0,0.0,0.0,861.0,0.0,0.0,1.0,0.0,2.0,1.0,2,0.0,0,b'Detchd',b'Unf',288.0,3,0.0,0.0,128.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'Oth',b'Normal'
b'One_Story_1945_and_Older',b'Residential_Medium_Density',50.0,5925.0,b'Regular',b'Lvl',b'Corner',b'Old_Town',b'Norm',b'OneFam',b'One_Story',1,3,1940.0,1950.0,b'Gable',b'MetalSd',b'MetalSd',b'None',0.0,1,3,b'BrkTil',0,0,0,b'No_Basement',5.0,b'No_Basement',0.0,0.0,0.0,1,612.0,0.0,0.0,612.0,0.0,0.0,1.0,0.0,1.0,1.0,2,0.0,0,b'Detchd',b'Unf',308.0,3,0.0,0.0,25.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Medium_Density',50.0,5925.0,b'Regular',b'Lvl',b'Inside',b'Old_Town',b'Norm',b'OneFam',b'One_and_Half_Fin',2,5,1910.0,1950.0,b'Gable',b'VinylSd',b'VinylSd',b'None',0.0,1,2,b'BrkTil',3,3,1,b'Unf',7.0,b'Unf',0.0,600.0,600.0,1,600.0,368.0,0.0,968.0,0.0,0.0,1.0,0.0,2.0,1.0,2,0.0,0,b'No_Garage',b'No_Garage',0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,b'Good_Wood',0.0,2009.0,b'WD ',b'Abnorml'
b'One_Story_1945_and_Older',b'Residential_Medium_Density',50.0,5784.0,b'Regular',b'Lvl',b'Inside',b'Old_Town',b'Artery',b'OneFam',b'One_Story',4,7,1938.0,1996.0,b'Gable',b'MetalSd',b'MetalSd',b'None',0.0,1,2,b'BrkTil',2,3,1,b'Unf',7.0,b'Unf',0.0,190.0,190.0,3,886.0,0.0,0.0,886.0,0.0,0.0,1.0,0.0,2.0,1.0,2,0.0,0,b'Attchd',b'Unf',273.0,3,144.0,20.0,80.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_Story_1945_and_Older',b'Residential_Medium_Density',60.0,8520.0,b'Regular',b'Lvl',b'Inside',b'Old_Town',b'Norm',b'OneFam',b'One_Story',4,7,1923.0,1950.0,b'Gable',b'Stucco',b'Stucco',b'None',0.0,2,2,b'PConc',2,3,1,b'Unf',7.0,b'Unf',0.0,624.0,624.0,2,792.0,0.0,0.0,792.0,0.0,0.0,1.0,0.0,2.0,1.0,2,0.0,0,b'Detchd',b'Unf',287.0,3,0.0,0.0,81.0,0.0,0.0,0.0,b'Good_Wood',0.0,2009.0,b'WD ',b'Normal'
b'Two_Family_conversion_All_Styles_and_Ages',b'Residential_Medium_Density',33.0,4456.0,b'Regular',b'Lvl',b'Inside',b'Old_Town',b'Norm',b'TwoFmCon',b'Two_Story',3,4,1920.0,2008.0,b'Gable',b'MetalSd',b'MetalSd',b'None',0.0,1,2,b'BrkTil',3,3,1,b'Unf',7.0,b'Unf',0.0,736.0,736.0,3,736.0,716.0,0.0,1452.0,0.0,0.0,2.0,0.0,2.0,3.0,2,0.0,0,b'No_Garage',b'No_Garage',0.0,0,0.0,0.0,102.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'New',b'Partial'
b'Two_Story_1945_and_Older',b'Residential_Medium_Density',60.0,9600.0,b'Regular',b'Lvl',b'Inside',b'Old_Town',b'Norm',b'OneFam',b'Two_Story',3,3,1910.0,1950.0,b'Gable',b'VinylSd',b'VinylSd',b'None',0.0,2,3,b'BrkTil',2,3,1,b'Unf',7.0,b'Unf',0.0,677.0,677.0,2,833.0,677.0,0.0,1510.0,0.0,0.0,2.0,0.0,3.0,1.0,3,0.0,0,b'Detchd',b'Unf',720.0,3,0.0,0.0,160.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Medium_Density',50.0,3500.0,b'Regular',b'Lvl',b'Inside',b'Old_Town',b'Norm',b'OneFam',b'One_and_Half_Fin',4,6,1947.0,1950.0,b'Gable',b'AsbShng',b'AsbShng',b'None',0.0,1,2,b'CBlock',3,3,1,b'LwQ',4.0,b'Unf',0.0,408.0,720.0,2,720.0,564.0,0.0,1284.0,0.0,0.0,1.0,1.0,2.0,1.0,2,0.0,0,b'Detchd',b'Unf',240.0,3,0.0,35.0,0.0,0.0,0.0,0.0,b'Minimum_Wood_Wire',0.0,2009.0,b'WD ',b'Normal'
b'Two_and_Half_Story_All_Ages',b'Residential_Medium_Density',90.0,8100.0,b'Regular',b'Lvl',b'Corner',b'Old_Town',b'Norm',b'OneFam',b'Two_and_Half_Unf',4,4,1898.0,1965.0,b'Hip',b'AsbShng',b'AsbShng',b'None',0.0,1,2,b'PConc',3,3,1,b'Unf',7.0,b'Unf',0.0,849.0,849.0,2,1075.0,1063.0,0.0,2138.0,0.0,0.0,2.0,0.0,2.0,3.0,2,0.0,0,b'Detchd',b'Unf',360.0,2,40.0,156.0,0.0,0.0,0.0,0.0,b'Minimum_Privacy',0.0,2009.0,b'WD ',b'Normal'
b'Two_Story_1945_and_Older',b'Residential_Medium_Density',65.0,11700.0,b'Slightly_Irregular',b'Lvl',b'Corner',b'Old_Town',b'Norm',b'OneFam',b'Two_Story',6,6,1880.0,2003.0,b'Mansard',b'Stucco',b'Stucco',b'None',0.0,2,2,b'Stone',3,2,1,b'Unf',7.0,b'Unf',0.0,1240.0,1240.0,2,1320.0,1320.0,0.0,2640.0,0.0,0.0,1.0,1.0,4.0,1.0,3,1.0,4,b'Detchd',b'Unf',864.0,3,181.0,0.0,386.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'Two_Story_1945_and_Older',b'Residential_Medium_Density',70.0,8400.0,b'Regular',b'Lvl',b'Corner',b'Old_Town',b'Artery',b'OneFam',b'Two_Story',5,6,1900.0,1950.0,b'Gable',b'Stucco',b'BrkFace',b'None',0.0,1,2,b'BrkTil',2,4,2,b'Unf',7.0,b'Unf',0.0,917.0,917.0,3,1090.0,917.0,0.0,2007.0,0.0,0.0,2.0,0.0,3.0,1.0,4,0.0,0,b'Detchd',b'Unf',357.0,3,0.0,235.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'Two_Story_1945_and_Older',b'Residential_Medium_Density',60.0,3600.0,b'Regular',b'Lvl',b'Inside',b'Old_Town',b'Norm',b'OneFam',b'Two_Story',5,6,1917.0,2007.0,b'Gable',b'Stucco',b'Stucco',b'None',0.0,1,2,b'BrkTil',3,3,1,b'Unf',7.0,b'Unf',0.0,624.0,624.0,4,664.0,624.0,0.0,1288.0,1.0,0.0,1.0,0.0,3.0,1.0,4,1.0,4,b'Attchd',b'Unf',280.0,3,0.0,103.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'Two_Story_1945_and_Older',b'Residential_Medium_Density',121.0,17671.0,b'Regular',b'Lvl',b'Corner',b'Old_Town',b'Artery',b'OneFam',b'Two_Story',7,8,1882.0,1986.0,b'Gable',b'Wd Sdng',b'Wd Sdng',b'None',0.0,2,3,b'BrkTil',3,3,1,b'BLQ',2.0,b'Unf',0.0,700.0,916.0,3,916.0,826.0,0.0,1742.0,0.0,0.0,1.0,1.0,4.0,1.0,3,1.0,4,b'Attchd',b'Unf',424.0,3,0.0,169.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_Story_1945_and_Older',b'C_all',0.0,3300.0,b'Regular',b'Lvl',b'Inside',b'Old_Town',b'Norm',b'OneFam',b'One_Story',3,2,1910.0,1950.0,b'Gable',b'Stucco',b'Stucco',b'None',0.0,1,2,b'BrkTil',3,3,1,b'Unf',7.0,b'Unf',0.0,624.0,624.0,4,816.0,0.0,0.0,816.0,0.0,0.0,1.0,0.0,2.0,1.0,2,1.0,4,b'No_Garage',b'No_Garage',0.0,0,0.0,33.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'Two_Story_1945_and_Older',b'Residential_Medium_Density',50.0,9000.0,b'Regular',b'Lvl',b'Inside',b'Old_Town',b'Artery',b'OneFam',b'Two_Story',6,8,1920.0,1988.0,b'Hip',b'VinylSd',b'VinylSd',b'None',0.0,1,3,b'PConc',3,3,1,b'ALQ',1.0,b'Unf',0.0,26.0,650.0,4,832.0,650.0,0.0,1482.0,0.0,1.0,1.0,0.0,3.0,1.0,2,0.0,0,b'Detchd',b'Unf',324.0,3,0.0,0.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_Story_1945_and_Older',b'Residential_Medium_Density',60.0,7200.0,b'Regular',b'Lvl',b'Inside',b'Old_Town',b'Norm',b'OneFam',b'One_Story',4,3,1910.0,2006.0,b'Hip',b'MetalSd',b'Stucco',b'None',0.0,1,2,b'BrkTil',3,3,1,b'ALQ',1.0,b'Rec',465.0,310.0,1022.0,2,1022.0,0.0,0.0,1022.0,1.0,0.0,1.0,0.0,2.0,1.0,2,0.0,0,b'Detchd',b'Unf',280.0,3,0.0,30.0,226.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Medium_Density',98.0,8820.0,b'Regular',b'Lvl',b'Corner',b'Old_Town',b'Norm',b'OneFam',b'One_and_Half_Fin',4,5,1890.0,1996.0,b'Hip',b'VinylSd',b'VinylSd',b'None',0.0,1,2,b'BrkTil',3,3,1,b'LwQ',4.0,b'Unf',0.0,0.0,1088.0,2,1188.0,561.0,120.0,1869.0,0.0,0.0,1.0,0.0,2.0,1.0,2,0.0,0,b'Detchd',b'Unf',456.0,3,48.0,0.0,244.0,0.0,0.0,0.0,b'Minimum_Wood_Wire',0.0,2009.0,b'WD ',b'Normal'
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Medium_Density',60.0,5400.0,b'Regular',b'Lvl',b'Inside',b'Old_Town',b'Norm',b'OneFam',b'One_and_Half_Fin',5,5,1920.0,1950.0,b'Gable',b'MetalSd',b'MetalSd',b'None',0.0,0,2,b'BrkTil',3,3,1,b'Unf',7.0,b'Unf',0.0,972.0,972.0,4,1044.0,0.0,436.0,1480.0,0.0,0.0,1.0,0.0,3.0,1.0,2,0.0,0,b'Detchd',b'Unf',207.0,2,0.0,0.0,176.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'ConLI',b'Family'
b'Two_Story_1945_and_Older',b'Residential_Medium_Density',60.0,9720.0,b'Regular',b'Lvl',b'Inside',b'Old_Town',b'Norm',b'OneFam',b'Two_Story',5,6,1910.0,2002.0,b'Gable',b'MetalSd',b'MetalSd',b'None',0.0,1,2,b'PConc',3,3,1,b'Unf',7.0,b'Unf',0.0,741.0,741.0,4,780.0,741.0,0.0,1521.0,0.0,0.0,1.0,0.0,4.0,1.0,3,0.0,0,b'Detchd',b'Unf',640.0,3,0.0,0.0,238.0,0.0,0.0,0.0,b'Minimum_Privacy',0.0,2009.0,b'WD ',b'Normal'
b'One_Story_1945_and_Older',b'C_all',60.0,7879.0,b'Regular',b'Lvl',b'Inside',b'Iowa_DOT_and_Rail_Road',b'Norm',b'OneFam',b'One_Story',3,4,1920.0,1950.0,b'Gable',b'Wd Sdng',b'Wd Sdng',b'None',0.0,1,2,b'CBlock',3,3,1,b'Rec',6.0,b'Unf',0.0,225.0,720.0,2,720.0,0.0,0.0,720.0,0.0,0.0,1.0,0.0,2.0,1.0,2,0.0,0,b'No_Garage',b'No_Garage',0.0,0,0.0,523.0,115.0,0.0,0.0,0.0,b'Good_Wood',0.0,2009.0,b'WD ',b'Abnorml'
b'One_Story_1945_and_Older',b'C_all',72.0,9392.0,b'Regular',b'Lvl',b'Corner',b'Iowa_DOT_and_Rail_Road',b'Norm',b'OneFam',b'One_Story',2,2,1900.0,1950.0,b'Mansard',b'AsbShng',b'AsbShng',b'None',0.0,1,1,b'CBlock',2,3,1,b'Unf',7.0,b'Unf',0.0,245.0,245.0,2,797.0,0.0,0.0,797.0,0.0,0.0,1.0,0.0,2.0,1.0,2,0.0,0,b'No_Garage',b'No_Garage',0.0,0,0.0,36.0,94.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Abnorml'
b'Two_Story_1945_and_Older',b'Residential_Low_Density',144.0,21384.0,b'Regular',b'Lvl',b'Inside',b'Brookside',b'Norm',b'OneFam',b'Two_Story',4,5,1923.0,2004.0,b'Gable',b'Wd Sdng',b'Wd Sdng',b'None',0.0,1,2,b'CBlock',3,3,4,b'GLQ',3.0,b'Unf',0.0,15.0,1324.0,4,1072.0,504.0,0.0,1576.0,2.0,0.0,1.0,1.0,3.0,1.0,3,1.0,3,b'Attchd',b'RFn',528.0,3,0.0,312.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_Story_1945_and_Older',b'Residential_Low_Density',0.0,6615.0,b'Regular',b'Lvl',b'Inside',b'Brookside',b'Norm',b'OneFam',b'One_Story',5,5,1923.0,1950.0,b'Gable',b'MetalSd',b'MetalSd',b'None',0.0,1,2,b'BrkTil',3,3,1,b'Unf',7.0,b'Unf',0.0,1022.0,1022.0,2,1432.0,0.0,0.0,1432.0,0.0,0.0,1.0,0.0,3.0,1.0,3,1.0,4,b'BuiltIn',b'Unf',216.0,2,266.0,61.0,0.0,0.0,0.0,0.0,b'Good_Wood',0.0,2009.0,b'WD ',b'Normal'
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Low_Density',55.0,7264.0,b'Regular',b'Lvl',b'Inside',b'Brookside',b'Norm',b'OneFam',b'One_and_Half_Fin',6,6,1925.0,2007.0,b'Gable',b'Wd Sdng',b'Wd Sdng',b'None',0.0,2,3,b'BrkTil',3,3,1,b'Unf',7.0,b'Unf',0.0,952.0,952.0,3,952.0,596.0,0.0,1548.0,0.0,0.0,2.0,1.0,3.0,1.0,4,0.0,0,b'Detchd',b'Unf',672.0,3,74.0,0.0,0.0,0.0,144.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'Two_Story_1945_and_Older',b'Residential_Low_Density',50.0,4960.0,b'Regular',b'Lvl',b'Inside',b'Brookside',b'RRAn',b'OneFam',b'One_and_Half_Fin',4,6,1930.0,1982.0,b'Gable',b'WdShing',b'Wd Shng',b'None',0.0,1,2,b'CBlock',3,3,1,b'Unf',7.0,b'Unf',0.0,297.0,297.0,4,1001.0,653.0,0.0,1654.0,0.0,0.0,2.0,0.0,3.0,1.0,2,1.0,4,b'Detchd',b'Unf',336.0,3,244.0,60.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_Story_1945_and_Older',b'Residential_Low_Density',0.0,8854.0,b'Regular',b'Lvl',b'Inside',b'Brookside',b'Norm',b'OneFam',b'One_and_Half_Unf',5,5,1916.0,1950.0,b'Gable',b'Wd Sdng',b'Wd Sdng',b'None',0.0,1,2,b'BrkTil',3,3,1,b'Unf',7.0,b'Unf',0.0,952.0,952.0,1,952.0,0.0,0.0,952.0,0.0,0.0,1.0,0.0,2.0,1.0,1,1.0,4,b'Detchd',b'Unf',192.0,2,0.0,98.0,0.0,0.0,40.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Medium_Density',50.0,6000.0,b'Regular',b'Lvl',b'Inside',b'Brookside',b'Norm',b'OneFam',b'One_and_Half_Fin',3,5,1936.0,1950.0,b'Gable',b'MetalSd',b'MetalSd',b'None',0.0,1,2,b'BrkTil',3,3,1,b'BLQ',2.0,b'Unf',0.0,0.0,672.0,2,757.0,567.0,0.0,1324.0,0.0,0.0,1.0,0.0,3.0,1.0,2,0.0,0,b'Detchd',b'Unf',240.0,3,0.0,0.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Medium_Density',50.0,6000.0,b'Regular',b'Lvl',b'Inside',b'Brookside',b'Norm',b'OneFam',b'One_and_Half_Fin',5,8,1937.0,2000.0,b'Gable',b'MetalSd',b'MetalSd',b'None',0.0,2,2,b'BrkTil',3,3,1,b'Unf',7.0,b'Unf',0.0,698.0,698.0,2,786.0,390.0,0.0,1176.0,0.0,0.0,1.0,0.0,2.0,1.0,2,0.0,0,b'Detchd',b'Unf',624.0,3,210.0,0.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Medium_Density',50.0,6000.0,b'Regular',b'Lvl',b'Corner',b'Brookside',b'Norm',b'OneFam',b'One_and_Half_Fin',4,7,1925.0,1997.0,b'Gable',b'Wd Sdng',b'Wd Sdng',b'None',0.0,1,2,b'BrkTil',3,3,1,b'Unf',7.0,b'Unf',0.0,884.0,884.0,4,884.0,464.0,0.0,1348.0,1.0,0.0,1.0,0.0,3.0,1.0,2,1.0,2,b'Detchd',b'Unf',216.0,3,0.0,0.0,208.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Medium_Density',50.0,6000.0,b'Regular',b'Lvl',b'Inside',b'Brookside',b'Norm',b'OneFam',b'One_and_Half_Fin',5,5,1939.0,1950.0,b'Gable',b'MetalSd',b'MetalSd',b'None',0.0,1,1,b'CBlock',3,3,1,b'Unf',7.0,b'Unf',0.0,780.0,780.0,4,825.0,587.0,0.0,1412.0,0.0,0.0,1.0,0.0,4.0,1.0,2,1.0,4,b'Detchd',b'Unf',280.0,3,45.0,0.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Medium_Density',60.0,6000.0,b'Regular',b'Lvl',b'Corner',b'Brookside',b'Norm',b'OneFam',b'One_and_Half_Fin',4,4,1924.0,1950.0,b'Gable',b'Stucco',b'Stucco',b'BrkFace',444.0,1,2,b'BrkTil',3,3,1,b'Rec',6.0,b'Unf',0.0,248.0,468.0,3,822.0,320.0,0.0,1142.0,0.0,0.0,1.0,0.0,3.0,1.0,2,0.0,0,b'Attchd',b'Fin',320.0,3,0.0,0.0,98.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_and_Half_Story_Unfinished_All_Ages',b'Residential_Medium_Density',50.0,6000.0,b'Regular',b'Lvl',b'Inside',b'Brookside',b'Norm',b'OneFam',b'One_and_Half_Unf',5,6,1926.0,2004.0,b'Gable',b'Wd Sdng',b'Wd Sdng',b'None',0.0,2,2,b'PConc',3,3,1,b'Unf',7.0,b'Unf',0.0,884.0,884.0,3,904.0,0.0,0.0,904.0,0.0,0.0,1.0,0.0,2.0,1.0,2,0.0,0,b'Detchd',b'Unf',180.0,3,0.0,0.0,105.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_Story_1945_and_Older',b'Residential_Medium_Density',60.0,6911.0,b'Regular',b'Lvl',b'FR2',b'Brookside',b'Feedr',b'OneFam',b'One_Story',4,4,1924.0,1950.0,b'Gable',b'Wd Sdng',b'Wd Sdng',b'None',0.0,1,2,b'PConc',3,3,2,b'LwQ',4.0,b'Unf',0.0,740.0,1145.0,2,1301.0,0.0,0.0,1301.0,0.0,0.0,1.0,0.0,2.0,1.0,1,0.0,0,b'Detchd',b'Unf',440.0,3,0.0,0.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Medium_Density',51.0,6120.0,b'Regular',b'Lvl',b'Corner',b'Brookside',b'Norm',b'OneFam',b'One_and_Half_Fin',4,5,1936.0,1950.0,b'Gable',b'Wd Sdng',b'Wd Sdng',b'None',0.0,1,1,b'BrkTil',3,3,1,b'Unf',7.0,b'Unf',0.0,927.0,927.0,2,1067.0,472.0,0.0,1539.0,0.0,0.0,1.0,1.0,3.0,1.0,2,0.0,0,b'Detchd',b'Unf',576.0,3,112.0,0.0,0.0,0.0,0.0,0.0,b'Minimum_Privacy',0.0,2009.0,b'WD ',b'Normal'
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Medium_Density',51.0,6120.0,b'Regular',b'Lvl',b'Inside',b'Brookside',b'Norm',b'OneFam',b'One_and_Half_Fin',3,6,1935.0,1995.0,b'Gable',b'AsbShng',b'AsbShng',b'None',0.0,1,2,b'BrkTil',3,3,1,b'Unf',7.0,b'Unf',0.0,884.0,884.0,4,989.0,584.0,0.0,1573.0,0.0,0.0,1.0,0.0,3.0,1.0,3,0.0,0,b'Detchd',b'Unf',240.0,3,0.0,0.0,54.0,0.0,120.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_Story_1945_and_Older',b'Residential_Medium_Density',51.0,6120.0,b'Regular',b'Lvl',b'Inside',b'Brookside',b'Norm',b'OneFam',b'One_Story',1,2,1936.0,1950.0,b'Gable',b'AsbShng',b'AsbShng',b'None',0.0,0,1,b'BrkTil',3,2,1,b'Unf',7.0,b'Unf',0.0,264.0,264.0,1,800.0,0.0,0.0,800.0,0.0,0.0,1.0,0.0,1.0,1.0,1,1.0,1,b'No_Garage',b'No_Garage',0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'ConLw',b'Normal'
b'One_Story_1945_and_Older',b'Residential_Medium_Density',51.0,6120.0,b'Regular',b'Lvl',b'Corner',b'Brookside',b'Norm',b'OneFam',b'One_Story',4,6,1931.0,1993.0,b'Gable',b'Wd Sdng',b'Wd Sdng',b'None',0.0,1,2,b'BrkTil',3,3,1,b'BLQ',2.0,b'Unf',0.0,506.0,715.0,2,875.0,0.0,0.0,875.0,1.0,0.0,1.0,0.0,2.0,1.0,2,0.0,0,b'Detchd',b'Unf',180.0,2,48.0,0.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
b'One_Story_1945_and_Older',b'Residential_Medium_Density',51.0,6120.0,b'Regular',b'Lvl',b'Inside',b'Brookside',b'Norm',b'OneFam',b'One_Story',4,5,1925.0,1999.0,b'Gable',b'MetalSd',b'MetalSd',b'None',0.0,1,2,b'BrkTil',3,3,1,b'Unf',7.0,b'Unf',0.0,960.0,960.0,3,995.0,0.0,0.0,995.0,0.0,0.0,1.0,0.0,2.0,1.0,2,0.0,0,b'Detchd',b'Unf',264.0,3,0.0,15.0,51.0,0.0,0.0,0.0,b'Minimum_Privacy',0.0,2009.0,b'WD ',b'Abnorml'
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Medium_Density',51.0,6120.0,b'Regular',b'Lvl',b'Inside',b'Brookside',b'Norm',b'OneFam',b'One_and_Half_Fin',4,5,1938.0,1950.0,b'Gable',b'Wd Sdng',b'Wd Sdng',b'None',0.0,1,2,b'BrkTil',3,2,1,b'LwQ',4.0,b'Unf',0.0,679.0,952.0,2,994.0,588.0,0.0,1582.0,0.0,0.0,2.0,0.0,3.0,1.0,2,1.0,4,b'Detchd',b'Unf',250.0,2,189.0,0.0,34.0,150.0,0.0,0.0,b'No_Fence',0.0,2009.0,b'WD ',b'Normal'
